dateNote,clmNum,note,note_type,priority,author
2020-10-26 00:00:00.000000000,CLM95157821,📧 EMAIL FROM LEGAL TO ADJUSTER: Theft coverage analysis complete for CLM95157821. Items covered under personal property endorsement.,email,High,Client
2020-10-26 00:00:00.000000000,CLM95157821,📧 EMAIL FROM ADJUSTER TO LEGAL: Theft claim CLM95157821 involves high-value items. Need legal review of coverage limits. - Priority: Medium,email,High,Adjuster
2020-10-31 10:54:32.727272727,CLM95157821,📧 EMAIL FROM ADJUSTER TO CLIENT: Theft settlement: $541.24 for claim CLM95157821. Payment will be issued within 5 business days.,email,High,Adjuster
2020-11-05 21:49:05.454545454,CLM95157821,📧 EMAIL FROM ADJUSTER TO CLIENT: Theft settlement: $168.96 for claim CLM95157821. Payment will be issued within 5 business days.,email,Medium,Legal Department
2020-11-11 08:43:38.181818181,CLM95157821,📧 EMAIL FROM ADJUSTER TO CLIENT: Theft settlement: $909.33 for claim CLM95157821. Payment will be issued within 5 business days. - Priority: Medium,email,High,Legal Department
2020-11-16 19:38:10.909090909,CLM95157821,📧 EMAIL FROM ADJUSTER TO CLIENT: Theft settlement: $503.70 for claim CLM95157821. Payment will be issued within 5 business days. - Priority: Low,email,Low,Medical Provider
2020-11-22 06:32:43.636363636,CLM95157821,📧 EMAIL FROM CLIENT TO ADJUSTER: Settlement accepted for theft claim CLM95157821. Please send payment to my address. - Priority: Medium,email,High,Insurance Company
2020-11-26 06:51:25.714285714,CLM95157821,📧 INTERNAL NOTE: Surveillance completed for CLM95157821. No activity observed. - Priority: Low,email,Low,Lawyer
2020-11-27 17:27:16.363636363,CLM95157821,📧 INTERNAL NOTE: Settlement conference for CLM95157821. Attorney attending.,email,Medium,Insurance Company
2020-12-03 04:21:49.090909091,CLM95157821,📧 INTERNAL NOTE: Reserve review completed for CLM95157821. Current reserve: $0.00. - Follow-up required by client,email,Low,Medical Provider
2020-12-08 15:16:21.818181818,CLM95157821,📧 INTERNAL NOTE: Surveillance completed for CLM95157821. No activity observed.,email,Low,Legal Department
2020-12-14 02:10:54.545454545,CLM95157821,📧 INTERNAL NOTE: Reopening request received for CLM95157821. New damages alleged.,email,Low,Medical Provider
2020-12-19 13:05:27.272727272,CLM95157821,📧 INTERNAL NOTE: Trial date set for CLM95157821. Court: Superior Court.,email,High,Contractor
2020-12-25 00:00:00.000000000,CLM95157821,📧 INTERNAL NOTE: Litigation filed on CLM95157821. Case number: CV-2024-5421. - Follow-up required by legal,email,Medium,Medical Provider
2020-12-25 00:00:00.000000000,CLM95157821,📧 INTERNAL NOTE: Recorded statement taken for CLM95157821. Transcript attached.,email,High,Insurance Company
2021-01-26 13:42:51.428571428,CLM95157821,📧 INTERNAL NOTE: Trial date set for CLM95157821. Court: Superior Court. - Follow-up required by client,email,Low,Contractor
2021-02-01 13:42:51.428571428,CLM95157821,📧 INTERNAL NOTE: Litigation filed on CLM95157821. Case number: CV-2021-7032. - Priority: High,email,Medium,Adjuster
2021-03-12 03:25:42.857142857,CLM95157821,📧 INTERNAL NOTE: Legal review requested for CLM95157821. Issue: damage assessment. - Follow-up required by legal,email,High,Contractor
2021-03-28 20:34:17.142857142,CLM95157821,📧 INTERNAL NOTE: Legal review requested for CLM95157821. Issue: coverage dispute.,email,Medium,Contractor
2021-04-19 17:08:34.285714286,CLM95157821,📧 INTERNAL NOTE: Claim CLM95157821 assigned to adjuster Mike Davis.,email,Low,Client
2021-05-28 06:51:25.714285714,CLM95157821,📧 INTERNAL NOTE: Claim CLM95157821 assigned to adjuster John Smith. - Follow-up required by legal,email,Medium,Legal Department
2021-05-29 03:25:42.857142856,CLM95157821,📧 INTERNAL NOTE: Independent medical exam scheduled for CLM95157821. Doctor: Dr. Brown.,email,Medium,Contractor
2021-07-05 20:34:17.142857142,CLM95157821,📧 INTERNAL NOTE: Quality review completed for CLM95157821. No issues found. - Follow-up required by adjuster,email,Low,Adjuster
2021-07-29 10:17:08.571428568,CLM95157821,📧 INTERNAL NOTE: Legal review requested for CLM95157821. Issue: settlement authority.,email,High,Adjuster
2021-08-13 10:17:08.571428572,CLM95157821,📧 INTERNAL NOTE: Settlement conference for CLM95157821. Attorney attending. - Follow-up required by client,email,Low,Client
2021-09-21 00:00:00.000000000,CLM95157821,📧 INTERNAL NOTE: Trial date set for CLM95157821. Court: District Court. - Follow-up required by client,email,Medium,Adjuster
2021-09-28 17:08:34.285714284,CLM95157821,📧 INTERNAL NOTE: Reopening request received for CLM95157821. New damages alleged.,email,Low,Adjuster
2021-11-29 00:00:00.000000000,CLM95157821,📧 INTERNAL NOTE: Independent medical exam scheduled for CLM95157821. Doctor: Dr. Brown.,email,Low,Adjuster
2021-11-29 00:00:00.000000000,CLM95157821,📧 INTERNAL NOTE: Expert witness retained for CLM95157821. Cost: $32.31.,email,Medium,Insurance Company
2021-12-04 10:54:32.727272727,CLM95157821,📧 INTERNAL NOTE: Claim CLM95157821 assigned to adjuster Sarah Johnson.,email,Medium,Medical Provider
2021-12-09 21:49:05.454545454,CLM95157821,📧 INTERNAL NOTE: Settlement authority requested for CLM95157821. Amount: $258.61.,email,High,Legal Department
2021-12-15 08:43:38.181818181,CLM95157821,📧 INTERNAL NOTE: Recorded statement taken for CLM95157821. Transcript attached. - Follow-up required by client,email,Low,Insurance Company
2021-12-20 19:38:10.909090909,CLM95157821,📧 INTERNAL NOTE: Quality review completed for CLM95157821. No issues found. - Follow-up required by adjuster,email,High,Lawyer
2021-12-26 06:32:43.636363636,CLM95157821,📧 INTERNAL NOTE: Settlement conference for CLM95157821. Attorney attending. - Follow-up required by client,email,High,Adjuster
2021-12-31 17:27:16.363636363,CLM95157821,📧 INTERNAL NOTE: Reserve review completed for CLM95157821. Current reserve: $0.00.,email,Low,Lawyer
2022-01-06 04:21:49.090909091,CLM95157821,📧 INTERNAL NOTE: Claim CLM95157821 escalated to supervisor for review. - Priority: Low,email,Medium,Contractor
2022-01-11 15:16:21.818181818,CLM95157821,📧 INTERNAL NOTE: Claim CLM95157821 reopened due to new information. Reserve increased.,email,Low,Insurance Company
2022-01-17 02:10:54.545454545,CLM95157821,📧 INTERNAL NOTE: Settlement conference for CLM95157821. Attorney attending. - Priority: High,email,Medium,Insurance Company
2022-01-22 13:05:27.272727272,CLM95157821,📧 INTERNAL NOTE: Legal review requested for CLM95157821. Issue: settlement authority. - Priority: High,email,High,Lawyer
2022-01-28 00:00:00.000000000,CLM95157821,📧 INTERNAL NOTE: Reopening request received for CLM95157821. New damages alleged.,email,Medium,Lawyer
